id,name
178,"LAPTOP ASUS VIVOBOOK A510UA-EJ1214T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD,Win 10)"
179,"LAPTOP ASUS VIVOBOK S15 S530FN - BQ138T (Core i7 8565U, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G, Win 10)"
180,"LAPTOP ASUS VIVOBOOK S14 S430FA-EB021T (Core i3 8145U, Ram 4GB, 256GB, Màn hình 14 FHD, Win 10)"
181,"LAPTOP DELL INSPIRON 5482 - 70170106 (CORE I5 8265U, Ram 8GB, HDD 1TB, Màn hình 14 FHD, WIN 10)"
182,"LAPTOP MSI GS75  8SF 212VN (Core i7 8750H, Ram 16GB, SSD 512GB, Màn hình 17.3 FHD, VGA 6GB RTX 2080, Win 10)"
183,"LAPTOP MSI GS65 8SE 225VN (Core i7 8750H, Ram 16 GB, SSD 256 GB, Màn hình 15.6 FHD, VGA 6GB RTX 2060, Win 10)"
184,"LAPTOP MSI GE75 8SE 248VN (Core i7 8750H, Ram 16GB, HDD 1T + 256 GB, Màn hình 17.3 FHD, VGA 6GB 2060, Win 10)"
185,"LAPTOP MSI GL63 8SD 281VN (Core i7 8750H, Ram 8GB, HDD 1T + 128 GB, Màn hình 15.6 FHD, VGA 6G 1060, Win 10)"
186,"LAPTOP ASUS VIVOBOOK S14 S430FA - EB043T (Core i5 8265U, Ram 4GB, SSD 256 GB, Màn hình 14 FHD, Win 10)"
187,"LAPTOP ASUS VIVOBOOK S14 S430FA - EB076T (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
188,"LAPTOP ASUS VIVOBOOK S14 S430FA - EB075T (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
189,"LAPTOP ASUS VIVOBOOK S14 S430FA - EB074T (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
190,"LAPTOP DELL VOSTRO 5581 - 70175952 (Core I5 8265U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
191,"LAPTOP DELL VOSTRO F5581 - 70175950 (Core I5 8265U, Ram 4GB, HDD 1T, Màn hình 15.6 FHD, Win 10)"
192,"LAPTOP DELL VOSTRO 5581 - 70175955 (Core I5 8265U, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
193,"LAPTOP DELL VOSTRO 5480 - 70169218 (Core i7 8565U, Ram 8GB, HDD 1T + 128 GB, Màn hình 14 FHD, VGA 2GB, Win 10)"
194,"LAPTOP DELL VOSTRO 5481 - 70175946 (Core I7 8565U, Ram 8GB, HDD 1T + 128 GB, Màn hình 14 FHD, VGA 2G, Win 10)"
195,"LAPTOP ASUS ZENBOOK UX333FA - A4115T (Core i7 8565U, Ram 8GB, SSD 512 GB, Màn hình 13.3 FHD, Win 10)"
196,"LAPTOP ASUS VIVOBOOK S14 S430FA EB033T (Core i3 8145U, Ram 4GB, SSD 256 GB, Màn hình 14 FHD, Win 10)"
197,"LAPTOP LENOVO IP 330S 14IKB - 81F401B5VN (Core i3 8130U, Ram 4GB, SSD 256GB, MÀn hình 14 FHD, DOS)"
198,"LAPTOP ASUS ZENBOOK UX433FN - A6124T (Core i5 8265U, Ram 8GB, SSD 512GB, Màn hình 14 FHD, VGA 2GB, Win 10)"
199,"LAPTOP HP 15 DA1024TU 5NK33PA (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 15.6, DOS)"
200,"LAPTOP ASUS VIVOBOOK A510UA - EJ1123T (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
201,"LAPTOP MSI GS65 - 8RE - 242VN (i7-8750H, Ram 16GB, SSD 256GB, Màn hình 15.6 FHD, VGA 6 GB 1060, Win 10)"
202,"LAPTOP DELL VOSTRO 5481 - V4I5229W (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
203,"LAPTOP LENOVO IP 330 15IKBR 81DE01KWVN (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6, Win 10)"
204,"LAPTOP LENOVO IP 130 15AST 81H5000VVN (AMD A9 9425, Ram 4GB, HDD 500GB, Màn hình 15.6, Win 10)"
205,"LAPTOP ASUS TUF GAMING FX705GE EW165T (Core i7 8750H, Ram 8GB, HDD 1T + 256GB SSD, Màn hình 17.3 FHD, VGA 1050 Ti 4G, Win 10)"
206,"LAPTOP ASUS ZENBOOK UX433UF - A6111T (Core i7 8565U, Ram 8GB, SSD 512GB, màn hình 14 FHD, Win 10)"
207,"LAPTOP ACER ASPIRE 5 A515 53 330E (Core i3 8145U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Dos)"
208,"LAPTOP ACER ASPIRE 5 A515 53 3153 (Core I3 8145U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
209,"LAPTOP ACER ASPIRE 5 A514 51 35NN (Core i3 - 8145U, Ram 4GB, HDD 1TB, Màn hình 14 HD)"
210,"LAPTOP ACER ASPIRE 5 A515 53 5112 (Core I5 8265U, Ram 4GB, HDD 1TB + 16GB, Màn hình 15.6 FHD, Win 10)"
211,"LAPTOP ACER ASPIRE 5 A515 53G 71NN (Core i7 - 8565U, Ram 4GB, HDD 1TB, MÀn hình 15.6 FHD, VGA MX130 2G, Win 10)"
212,"LAPTOP ASUS VIVOOBOOK S14 S430FA - E077T (Core i5 - 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
213,"LAPTOP ASUS F570ZD - E4297T (AMD RYZEN 5 - 2500U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4GB 1050, Win 10)"
214,"LAPTOP ASUS VIVOBOOK X407UA - BV344T (Core I3 8130U, Ram 4GB, HDD 1TB, Màn hình 14, Win 10)"
215,"LAPTOP ASUS ZENBOOK UX433FA - A6113T (Core i5 8256U, Ram 8GB, SSD 256GB, Màn hình 14 FHD, Win 10)"
216,"LAPTOP DELL XPS 15 - 70158746 (Core I7 8750H, Ram 16GB, SSD 512GB, Màn hình 15.6 FHD, VGA 4GB, Win 10)"
217,"LAPTOP LENOVO IP 330 15IKBR 81DE020YVN (Core i3 8130U, Ram 4GB, HDD 1T + 16GB, Màn hình 15.6 FHD)"
218,"LAPTOP LENOVO IP 330 15IK 81DE0278VN (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6, DOS)"
219,"LAPTOP DEL INSPIRON 5570 - 70172478 (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Dos)"
220,"LAPTOP ASUS VIVOBOOK A411UN BV348T (Core I5 8250U, Ram 4GB, HDD 1TB, Màn hình 14, Win 10)"
221,"LAPTOP ACER ASPIRE 5 A514 51 525E (Core i5 8265U, Ram 4GB, HDD 1T, Màn hình 14 FHD)"
222,"LAPTOP ACER ASPIRE 5 A515 53G 564C (Core i5 8265U, Ram 4GB, HDD 1T, Màn hình 15.6 FHD)"
223,"LAPTOP ACER ASPIRE 3 A314 31 P2PH (Pentium N4200, Ram 4GB, HDD 500GB, Màn hình 14, Win 10)"
224,"LAPTOP ACER ASPIRE 5 A515 53 50ZD (Core i5 8265U, Ram 4GB, HDD 1T+16G, Màn hình 15.6 FHD, Win 10)"
225,"LAPTOP ASUS ZENBOOK UX333FA - A4046T (Core i5 8265U, Ram 8GB, 256G SSD, màn hình 13.3 FHD, Win 10)"
226,"LAPTOP HP PAVILION 15 CS1080TX 5RB14PA (Core i7 8565U, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G, Win 10)"
227,"LAPTOP HP PAVILION X360 14 CD0084TU 4MF18PA (Core i5 8250U, Ram 4GB, HDD 1T, Màn hình 14)"
228,"LAPTOP HP PAVILION X360 14 CD1018TU 5HV88PA (Core i3 8145U, Ram 4GB, HDD 1TB, Màn hình 14)"
229,"LAPTOP ASUS ZENBOOK UX533FD - A9035T (Core I5 8265U, Ram 8GB, 256GB SSD, VGA 2G1050, Màn hình 15.6 FHD, Win10)"
230,"LAPTOP ASUS ZENBOOK UX433FN - A6125T (Core i5 8265U, Ram 8GB, SSD 512GB, Màn hình 14 FHD, VGA 2GB, Win10)"
231,"LAPTOP HP ENVY 13 AH1012TU 5HZ19A (Core i7 8565U, Ram 8GB, 256 SSD, Màn hình 13.3 FHD, Win 10)"
232,"LAPTOP HP PAVILION 14 CE1014TU 5JN05PA (Core i3 8145U, Ram 4GB, HDD 500GB, Màn hình 14 FHD, Win 10)"
233,"LAPTOP HP PAVILION 14 CE1009TU 5JN09PA (Core i3 8145U, Ram 4GB, HDD 1T, Màn hình 14 FHD, WIN 10)"
234,"LATOP ASUS VIVOBOOK S15  S530UA - BQ278T (Core i5 8250U, Ram 4G, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
235,"LAPTOP ACER SWIFT 3 SF314 54 38J3 (Core I3 8130U, Ram: 4G, HDD: 1T, Màn hình: 14 FHD, Win10)"
236,"LAPTOP LENOVO IP 130 15IKB - 81H7007JVN (Core i5-8250U, Ram 4GB, HDD 1TB, Màn hình 15.6, DOS)"
237,"LAPTOP HP ENVY 13 AH1011TU 5HZ28PA (Core i5 8265U, Ram 8GB, SSD 256GB, Màn hình 13.3 FHD, Win 10)"
238,"LAPTOP HP 15 DA 1030TX 5NM13PA (Core i7 8565U, Ram 8GB, HDD 1TB, Màn hình 15.6, VGA 2G, Win 10)"
239,"LAPTOP ASUS VIVOBOOK X407MA - BV169T (PENTIUM N5000, Ram 4GB, HDD 1TB, Màn hình 14, Win 10)"
240,"LAPTOP ASUS ZENBOOK UX333FA - A4116T (Core i7 8565U, Ram 8GB, SSD 512GB, Màn hình 13.3 FHD, Win 10)"
241,"LAPTOP DELL VOSTRO 3478 - 70165059 (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 14, DOS)"
242,"LAPTOP ASUS VIVOBOOK X407MA BV085T  (CELERON N4000, Ram 4GB, HDD 1TB, màn hình 14, Win 10)"
243,"LAPTOP ACER SWIFT SF314 54 5108 (Core i5 8250U, Ram 4GB, 256GB SSD, 14 FHD, WIN 10)"
244,"LAPTOP ASUS VIVOBOOK FLIP TP410UA - EC250T (Core i3 7100U, Ram 4GB, HDD 500GB, Màn hình 14 FHD, WIN 10)"
245,"LAPTOP HP 14 CK 1004TU 5QH84PA (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14, WIN 10)"
246,"LAPTOP ASUS VIVOBOOK X407UA - BV345T (Core i3 7020U, Ram 4GB, HDD 1TB, Màn hình 14 HD, WIN 10)"
247,"LAPTOP ASUS VIVOBOOK X407UA - BV309T (Core i3 7020U, Ram 4GB, HDD 1TB, Màn hình 14 HD, WIN 10)"
248,"LAPTOP HP PAVILION 14 CE0019TU 4ME99PA (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, WIN 10)"
249,"LAPTOP MSI PS42 8RB 234VN(Core i5 8250U, Ram 8GB, SSD 256G, Màn hình 14Full HD, Card rời 2G)"
250,"LAPTOP ACER SWIFT SF315 52 38YQ (Core i3 8130U, Ram 4G, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
251,"LAPTOP HP PAVILION 15 CS1009TU 5JL43PA (Core i5-8265U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
252,"LAPTOP HP PAVILION 15 CS1045TX 5JL29PA (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G)"
253,"LAPTOP HP PAVILION 15 CS1008TU 5JL24PA (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
254,"LAPTOP HP PAVILION 14 CE1008TU 5JN06PA (Core i5 8265U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
255,"LAPTOP ASUSVIVOBOOK S15 S530UA - BQ291T (Core i5 8250U, Ram 4GB, SSD 256GB, Màn hình 15.6 FHD, Win10)"
256,"LAPTOP ASUS VIVOBOOK FLIP TP410UA - EC427T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
257,"LAPTOP ASUS VIVOBOOK S15 S530UN - BQ255T (Core i5 8250U, Ram 4G, 256GB SSD, Màn hình 15.6 FHD, VGA 2G, Win 10)"
258,"LAPTOP ASUS VIVOBOOK S15 S530UN - BQ005T (Core i7 8550U, Ram 8GB, 256GB SSD, Màn hình 15.6 FHD, VGA 2GB, Win 10)"
259,"LAPTOP MSI GF63 8RD 242VN (CORE I5 8300H, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4G 1050Ti, WIN 10)"
260,"LAPTOP MSIGF63 8RC 243VN Core i5 8300H, Ram 8GB, HDD 1T + SSD 128GB, Card đồ họa 4G 1050"
261,"LAPTOP ASUS ZENBOOK UX331UN - EG129TS (Core i5 8250U, Ram 8GB, SSD 256GB, Màn hình 13.3 FHD, VGA 2G 150MX, Win 10)"
262,"LAPTOP DELL LATITUDE 5490 70156591 (Core i5 8350U, Ram 8GB, SSD 256GB, Màn hình 14 FHD, DOS)"
263,"LAPTOP ASUS VIVOBOOK S15 S530UN - BQ263T (Core i5 8250U, Ram 4GB, HDD 1T, Màn hình 15.6 FHD, VGA 2G WIN 10)"
264,"LAPTOP ASUS VIVOBOOK S14 S430UN - EB139T (Core i5 8250U, Ram 4GB, HDD 1T+128GB SSD, Màn hình 14, VGA 2GB, Win 10)"
265,"LAPTOP ASUS VIVOBOOK S14 S430UN - EB054T (Core i5 8250U, Ram 4GB, HDD 1TB, màn hình 14 FHD, VGA 2GB, Win 10)"
266,"LAPTOP ACER A717 72G 57Y3 (Core i5 8300H, Ram 8GB, HDD 1TB, Màn hình 17.3 FHD, VGA 4G 1050, DOS)"
267,"LAPTOP HP PAVILION X360 14 CD0082TU (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 14, WIN 10)"
268,"LAPTOP HP 14 CK0068TU (Core i3 7020U, Ram 4GB, HDD 500GB, Màn hình 14, WIN 10)"
269,"LAPTOP HP PAVILION X360 14 BA129TU (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, WIN 10)"
270,"LAPTOP HP PAVILION X360 14 BA128TU (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, WIN 10)"
271," LAPTOP HP 15 DA0048TU-4ME63PA (PENTIUM N5000, Ram 4GB, HDD 500GB, Màn hình 15.6, WIN 10)"
272,"LAPTOP ASUS VIVOBOOK S15 S530UA BQ135T (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
273,"LAPTOP DELL INSPIRON 5370 N3I3002WS (Core i3 8130U, Ram 4G, SSD 128GB, Màn hình 13.3 FHD, Win 10)"
274,"LAPTOP HP 15 DA0051TU - 4ME64PA (Core i3 7020U, Ram 4GB, HDD 500GB, Màn hình 15.6, Win 10)"
275,"LAPTOP DELL INSPIRON N3579 - G5I54114 (Core i5 8300H, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4G, DOS"
276,"LAPTOP MSI PS42 8M 288VN (Core i5-8250U, Ram 8GB, 256 SSD, Màn hình 14 FHD, Win 10)"
277,"LAPTOP ASUS VIVOBOOK S14 S430UA - EB101T (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
278,"LAPTOP ASUS VIVOBOOK S14 S430UA - EB003T (Core i3 8130U, Ram 4G, HDD 1TB, Màn hình 14 FHD, Win 10)"
279,"LAPTOP ACER ASPIRE 3 A315 53G 5790 (Core i5 8250U, Ram 4GB, HDD 500GB, Màn hình 15.6, VGA 2GB, Dos)"
280,"LAPTOP ASUS VIVOBOOK S14  S430UA - EB099T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
281,"LAPTOP ASUS VIVOBOOK S14 S430UA - EB098T (Core i5 8250U, Ram 4GB, SSD 256GB, Màn hình 14 FHD, Win 10)"
282,"LAPTOP MSI GE73 8RF428VN (Core i7 8750H, Ram 16GB, HDD 1TB + 256GB, Màn hình 17.3 FHD, VGA 8G 1070, Win 10)"
283,"LAPTOP MSI GE63 8RE 410VN (CORE I7 8750H, Màn hình 16GB, HDD 1T+128G, Màn hình 15.6 FHD, VGA 6G 1060, Win 10)"
284,"LAPTOP MSI GP73 8RD 229VN (Core i7 8750H, Ram 8GB, Ram 1TB + 128GB, Màn hình 17.3 FHD, VGA 4G 1050Ti, Win 10)"
285,"LAPTOP ASUS VIVOBOOK S15 S530UA - BQ100T (Core i5 8250U, Ram 4G, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
286,"LAPTOP DELL INSPIRON N3576A (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6, DOS)"
287,"LAPTOP ASUS VIVOBOOK S13  S330UA - EY053T (Core i3 8130U, Ram 4GB, SSD 256GB, Màn hình 13.3 FHD, Win 10)"
288,"LAPTOP MSI GP73 8RE 429VN (CORE I7 8750H, Ram 8GB, HDD 1T+128G. Màn hình 17.3 FHD, VGa 6G 1060, Win 10)"
289,"LAPTOP LENOVO Y530 15ICH 81FV00STVN (Core i5-8300H, Ram 8GB, HDD 1TB + 128Gb SSD, Màn hình 15.6 FHD, VGA 4G)"
290,"LAPTOP LENOVO Y530 15ICH 81FV00SUVN (Core i7-8750H, Ram 8GB, HDD 1T + 128 SSD, Màn hình 15.6 FHD, VGA 4G)"
291,"LAPTOP HP 14 CK0067TU 4ME84PA (Core i3 7020U, Ram 4GB, HDD 500GB, Màn hình 14, DOS)"
292,"LAPTOP HP GAMING CX0182TX 5EF46PA (Core i7-8750H, Ram 8G, HDD 1T + 128GB SSD, Màn hình 15.6 FHD, VGA 4G, Win 10)"
293,"LAPTOP HP GAMING CX0178TX 5EF41PA (Core i7-8750H, RAM 8GB, SSD128 + HDD1TB, Màn hình 15.6 FHD, Win 10)"
294,"LAPTOP ASUS VIVOBOOK S13 S330UA - EY042T (Core i7 8550U, Ram 8GB, 256GB SSD, Màn hình 13.3 FHD, Win10)"
295,"LAPTOP ASUS VIVOBOOK S13 S330UA - EY024T (Core i5 8250U, Ram 4GB, 256GB SSD, Màn hình 13.3 FHD, Win 10)"
296,"LAPTOP ASUS VIVOBOOK S13 S330UA - EY023T (Core i5 8250U, Ram 4G, SSD 256GB, Màn hình 13.3 FHD, Win 10)"
297,"LAPTOP ASUS VIVIBOOK X407UA - BV307T (Core i3 8130U, Ram 4GB, HDD 1Tb, Màn hình 14,  Win 10)"
298,"LAPTOP HP GAMING CX0179TX 5EF42PA (Core i5 -300H, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4G, Win 10)"
299,"LAPTOP HP GAMING CX0177TX 5EF40PA (Core i5 8300H, Ram 8GB, HDD 1T + 128GB SSD, Màn hình 15.6 FHD, VGA 4G, Win 10)"
300,"LAPTOP LENOVO V130 14IKB 81HQ00EPVN(PENTIUM 4415U, Ram 4GB, HDD 500GB, Màn hình 14, Dos)"
301,"LAPTOP LENOVO V330 14IKB 81B0008QVN (Core i3-7130U, Ram 4GB, HDD 1TB, màn hình 14, Dos)"
302,"LAPTOP ASUS VIVOBOOK X507UA - EJ483T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
303,"LAPTOP ASUS VIVOBOOK X507UF - EJ074T (Core i7 8550U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G, Win 10)"
304,"LAPTOP ASUS VIVOBOOK S14 S430UA- EB005T (Core i5 8250U, Ram 4GB, SSD 256GB, Màn hình 14 FHD, Win 10)"
305,"LAPTOP ASUS VIVOBOOK S15  S510UA - BQ222T (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, Win 10)"
306,"LAPTOP ASUS VIVOBOOK S14 S430UA - EB132T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
307,"LAPTOP DELL VOSTRO  3568 - VTI321072 (Core i3 7020, Ram 4GB, HDD 1TB, 15.6, Dos)"
308,"LAPTOP ASUS VIVOBOOK S15 S530UN - BQ053T (Core i7 8550U, Ram 8GB, HDD 1TB, màn hình 15.6 FHD, VGA 2G, Win 10)"
309,"LAPTOP LENOVO V330 14IKBR 81B0008LVN (Core i5-8250U, Ram 4GB, HDD 1TB, Màn hình14, Dos)"
310,"LAPTOP ASUS VIVOBOOK X407UB - BV146T (Core i5 8250U, Ram 4G, HDD 1TB, màn hình 14, VGA 2G, Win 10)"
311,"LAPTOP LENOVO V130 14IKB 81HQ00EQVN (Core i3-7020U, Ram 4GB, HDD 500GB, Màn hình 14, Dos)"
312,"LAPTOP LENOVO IP 530S14IKB 81EU007QVN (Core i5-8250U, Ram 4GB, SSD 256GB, Màn hình 14, Win 10)"
313,"LAPTOP YOGA 520 14IKBR 81C800LHVN (Core i3-7020U, Ram 4GB, SSD 256GB, màn hình 14 FHD, Win 10)"
314,"LAPTOP LENOVO IP 330 14AST 81D5002BVN (AMD A9 9425, Ram 4GB, HDD 500GB, Màn hình 14, WIN 10)"
315,"LAPTOP DELL INSPIRON 3467 - M20NR3 (Core i3 7020U, Ram 4GB, HDD 1TB, Màn hình 14, DOS)"
316,"LAPTOP LENOVO IP 330 14AST 81D5002CVN (AMD A4 9125, Ram 4GB, HDD 500GB, Màn hình 14, WIN 10)"
317,"LAPTOP HP PAVILION 15 CS0018TU - 4MF09PA (Core i5-8250U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD)"
318,"LAPTOP ASUS VIVOBOOK S15 S530UN - BQ198T (Core i7 8550U, Ram 8GB, HDD 1TB, màn hình 15.6 FHD, VGA 2G, Win 10)"
319,"LAPTOP ACER PREDATOR HELIOS PH315 51 77BQ (Core i7 8750H, Ram 8G, 256 GB SSD + 1TB HDD, VGA 6GB 1060, Win 10)"
320,"LAPTOP MSI GF63 8RD 221VN (CORE I7 8750H, Ram 8GB, HDD 1T+128GB, Màn hình 15,6 FHD, VGA 4G 1050Ti, Win 10)"
321,"LAPTOP LENOVO IP330S 14IKBR 81F400NLVN (Core i5-8250U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
322,"LAPTOP LENOVO IP 330 15IKBR 81G2000NVN (Core i3-7020U, Ram 4GB, HDD 1TB, Màn hình 14, WIN 10)"
323,"LAPTOP ASUS UX410UF GV116T (Core i5 8250U, Ram 4G, HDD 1TB, Màn hình 14 FHD, VGA 2G, Win 10)"
324,"LAPTOP ASUS ROG STRIX SCAR GL703GM - E5037T (Core i7 8750H, Ram 16GB, HDD 1TB, Màn hình 17.3 FHD, VGA 6G 1060, WIN 10)"
325,"LAPTOP ASUS VIVOBOOK X507UF-EJ078T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G, Win 10)"
326,"LAPTOP ASUS VIVOBOOK X507UF-EJ077T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, VGA 2G, WIN10)"
327,"LAPTOP ASUS VIVOBOOK S14  S430UA - EB010T (Core i3 8130U, Ram 4GB, HDD 1TB, Màn hình 14 FHD, Win 10)"
328,"LAPTOP ASUS VIVOBOOK X507MA BR069T (CELERON N4000, Ram 4GB, HDD 1TB, Màn hình 15.6, win 10)"
329,"LAPTOP DELL ALIENWARE 17 R5 7108 (Core i7 8750H, Ram 8GB, SSD 256G +1TB, Màn hình 17.3 FHD, VGA 6G)"
330,"LAPTOP HP ELITEBOOK 840 G4 (Core i7-7500U, Ram 8GB, SSD 512GB, Màn hình 14 FHD, WIN10 PRO)"
331,"LAPTOP DELL XPS 13T 9365  70126274 (Core i5 7Y54, Ram 8G, SSD 256G, Màn hình 13.3 QHD, Win 10)"
332,"LAPTOP DELL VOSTRO 3578 - NGMPF2 (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 15.6, DOS)"
333,"LAPTOP LENOVO IP 330 15IKBR 81DE0041VN (Core i5-8250U, Ram 4GB, màn hình 15.6, HDD 1TB, WIN 10)"
334,"LAPTOP DELL INSPIRON 3476 - 8J61P1 (Core i3 8130U, Ram 4GB, HDD 1T, Màn hình 14, DOS)"
335,"LAPTOP ASUS VIVOBOOK X507MA - BR059T (PENTIUM N5000, Ram 4Gb, HDD 1TB, Màn hình 15.6, WIN 10)"
336,"LAPTOP ASUS VIVIBOOK X407MA BV043T (CELERON N400, Ram 4GB, HDD 1TB, màn hình 14, Win 10)"
337,"LAPTOP ASUS X541NA - GQ252T(CELERON N3350, Ram 4GB, HDD 1TB, Màn hình 15.6, WIN10)"
338,"LAPTOP ASUS VIVOBOOK E203MAH FD004T (CELERON N4000, Ram 2G, HDD 500GB, Màn hình 11.6, Win 10)"
339,"LAPTOP MSI GP63 8RE 249VN (Core i7 8750H, Ram 16GB, HDD 1TB + 128GB, Màn hình 15.6 FHD, VGA 6G 1060)"
340,"LAPTOP DELL VOSTRO 3468 - 70159379 (Core i3 7020U, Ram 4GB, HDD 1TB, Màn hình 14, DOS)"
341,"Laptop Dell Vostro 7580 70159096 (Core i7 8750H, Ram 8G, HDD 1T + SSD 128G, Màn hình 15.6)"
342,LAPTOP ASUS GL703GM- E5016T(CORE I7 8750H/16G/1T+256G/17.3F/6G/W)
343,"LAPTOP ASUS VIVOBOOK A411UA - BV445T (Core i5 8250U, Ram 4GB, HDD 1TB, Màn hình 14, WIN 10)"
344,"LAPTOP ASUS VIVOBOOK X407MA - BV039T (PENTIUM N5000, Ram 4GB, HDD 1TB, Màn hình 14, Win 10)"
345,"LAPTOP ACER SWIFT 3 SF315 52 50T9 (CORE I5 8250U, Ram 8G, 256G SSD, Màn hình 15.6 FHD, WIN10)"
346,"LAPTOP ACER SWIFT 3 SF314 54 58KB (Core i5 8250, Ram4G, 256G SSD, Màn hình 14 FHD, WIN10)"
347,"LAPTOP ACER ASPIRE A515 51G 52QJ (Core i5 8250U, Ram 4G, HDD 1T, Màn hình 15.6 FHD, VGA 2G, DOS)"
348,"LAPTOP ACER ASPIRE A715 72G 50NA (Core i5 8300H, Ram 8G, HDD 1TB, Màn hình 15.6 FHD, VGA 1050 4G, DOS)"
349,"LAPTOP ACER ASPIRE 3 A315 51 325E (Core i3 7020U, Ram 4G, HDD 1TB, Màn hình 15.6, DOS)"
350,"LAPTOP ACER AS A315 32 C9A4 (CELERON N4000, Ram 4G, HDD 500GB, Màn hình 15.6, DOS)"
351,"LAPTOP MSI GP63 8RE 411VN (Core i7 8750H, Ram 16GB, HDD 1TB + 128GB, Màn hình 15.6 FHD, VGA 6G 1060, WIN 10)"
352,"LAPTOP MSI GL63 8RC 436VN (CORE I7 8750H, Ram 8GB, HDD 1T + 128G, Màn hình 15.6 FHD, VGA 4G, WIN 10)"
353,"LAPTOP HP PAVILION X360 11 AD104TU (Core i3 8130U, Ram 4GB, HDD 500GB, Màn hình 11.6, Win 10)"
354,"LAPTOP HP PAVILION15 CS0014TU 4MF01PA (CORE I3 8130U, Ram 4GB, HDD 1TB, Màn hình 15.6 FHD, WIN 10)"
355,"LAPTOP DELL INSPIRON N7588F (CORE I7 8750H, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4G, DOS)"
356,"LAPTOP DELL INSPIRON N7588C (Core i7 8750H, Ram 8GB, HDD 1TB, Màn hình 15.6 FHD, VGA 4G, WIN 10)"
357,"LAPTOP DELL INSPIRON N7588B (Core i7 8750H, Ram 16GB, HDD 1TB + 256GB SSD, Màn hình 15.6 FHD, VGA 6G, WIN 10)"
358,"LAPTOP DELL G7 7588 -  N7588A (Core i7 8750H, Ram 8GB, HDD 1TB + 128GB SSD, Màn hình 15.6 FHD, VGA 4G, WIN 10)"
